INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL,ISBN-13,ISBN-10,REFERÊNCIA,CONFIABILIDADE TOTAL
FUNDAMENTAL II,PASSAGEIRA 45: O VALE DOS MISTÉRIOS,FLÁVIA CÔRTES,LÊ,1100,66,72600,9788566893168,8566893161,https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Baixa | https://isbnlookup.org/: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,PLANO DE ATAQUE E O VALE DOS MISTÉRIOS ,LUIS EDUARDO MATTA,LÊ,1100,66,72600,978-85-428-0278-7,85-428-0278-7,,
FUNDAMENTAL II,ESPUMAS FLUTUANTES,CASTRO ALVES,MARTIN CLARET,1100,39,42900,9788585851361,8585851368,https://books.google.com/books/about/Espumas_flutuantes.html?id=4lUYCwAAQBAJ: Alta | https://www.amazon.com.br/Espumas-Flutuantes-Castro-Alves/dp/8572329447: Alta | https://www.abebooks.com/9788585851361/Espumas-Flutuantes-Castro-Alves-8585851368/plp: Alta | https://www.estantevirtual.com.br/livros/castro-alves/espumas-flutuantes/2570239882: Alta | https://www.amazon.com.br/Espumas-flutuantes-escravos-Castro-Alves/dp/8582851871: Alta | ,Alta
FUNDAMENTAL II,I JUCA PIRAMA OS TIMBIRAS OUTROS POEMAS,GONÇALVES DIAS,MARTIN CLARET,1100,39,42900,9788572325172,8572325174,https://www.ameilivraria.com/product-page/i-juca-pirama-os-timbiras-outros-poemas: Muito Alta | https://braziliancd.com/en/9/45862-i-juca-pirama-os-timbiras-outros-poemas-goncalves-dias-9788572325172.html: Muito Alta | https://www.magazineluiza.com.br/kit-4-livro-i-juca-pirama-os-timbiras-outros-poemas/p/gg80dh109f/li/otli/: Alta | https://www.estantevirtual.com.br/livros/goncalves-dias/i-juca-pirama-os-timbiras-outros-poemas/711129957: Alta | https://www.amazon.com.br/I-Juca-Pirama-Timbiras-Outros-Poemas/dp/8572325174: Alta | ,Alta
FUNDAMENTAL II,OS ESCRAVOS,CASTRO ALVES,MARTIN CLARET,1100,39,42900,,8572326049; ISBN-13: 978-8572326049,https://livrariapublica.com.br/livros/os-escravos-castro-alves/: Muito Alta | https://www.amazon.com.br/Os-Escravos-Castro-Alves/dp/8572326049: Alta | https://www.bertrand.pt/livro/os-escravos-castro-alves/14658102: Alta | https://www.abebooks.com/9786555520644/Os-escravos-Portuguese-Edition-Alves-6555520647/plp: Alta | https://www.abebooks.com/9788572326049/Escravos-Os-Castro-Alves-8572326049/plp: Alta | ,Alta
FUNDAMENTAL II,ÚLTIMOS CANTOS,GONÇALVES DIAS,MARTIN CLARET,1100,50,55000,9788578731984,8578731987,https://lista.mercadolivre.com.br/gon%C3%A7alves-dias: Alta | ,Alta
FUNDAMENTAL II,AS CINCO DAMAS DA CONDESSA,SIMONE CAVALCANTE,MUNDO LEITURA,1100,45,49500,9788592866051.,8592866057,http://www.mundoleitura.com.br/editora/livros/as-cinco-damas-da-condessa/: Muito Alta | https://www.amazon.com.br/Cinco-Damas-Condessa-Simone-Cavalcante/dp/8592866057: Muito Alta | https://www.mercadolivre.com.br/cinco-damas-da-condessa-as-de-cavalcante-simone-editora-mundo-leitura-editora-capa-mole-em-portugus/p/MLB25524830: Alta | https://www.amazon.com/cinco-damas-condessa-as-CAVALCANTE/dp/8592866057: Alta | https://www.amazon.com/-/es/CAVALCANTE/dp/8592866057: Alta | ,Alta
FUNDAMENTAL II,O DIÁRIO DE DANDARA,CLAUDIA LINS,MUNDO LEITURA,1100,59,64900,978-8592866099,9788592866099,https://www.mundoleitura.com.br/editora/livros/o-diario-de-dandara-pelo-mundo/: Muito Alta | https://www.magazineluiza.com.br/o-diario-de-dandara-pelo-mundo-mundo-leitura-editora/p/jeee6h75ad/li/lltj/: Alta | https://www.mercadolivre.com.br/o-diario-de-dandara-pelo-mundo-de-lins-claudia-editora-mundo-leitura-editora-capa-mole-em-portugus/p/MLB25488984: Alta | https://www.amazon.ca/DIÁRIO-DANDARA-PELO-MUNDO/dp/859286609X: Alta | https://www.martinsfontespaulista.com.br/o-diario-de-dandara-pelo-mundo-825486/p: Baixa | ,Alta
FUNDAMENTAL II,"CONTOS BRASILEIROS: ENCONTROS, DESENCONTOS E CONFLITOS",SAMIRA CAMPDELLI,MVC EDITORA,1100,79,86900,978-85-368-1632-1,85-368-1632-7,,
FUNDAMENTAL II,VIDA E POESIA DE AUGUSTO DOS ANJOS,JUCA PONTES,MVC EDITORA,1100,79,86900,9788576161799,8576161799,https://mvceditora.com.br/loja-virtual/produto/vida-e-poesia-de-augusto-dos-anjos-para-criancas-jovens-e-adultos/: Alta | https://worldcat.org/oclc/4895291: Baixa | ,Alta
FUNDAMENTAL II,ME CHAMO ARIANO,JUCA PONTES,MVERAS,1100,60,66000,9786586714039,6586714031,,
FUNDAMENTAL II,A HISTÓRIA DE AMOR DE FERNANDO E ISAURA,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,65,71500,9788520913607,8520913609,,
FUNDAMENTAL II,A PENA E A LEI ,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,55,60500,978-8522003624.,8522003629,https://www.abebooks.com/9788522003624/Pena-Ariano-Suassuna-8522003629/plp: Muito Alta | https://www.amazon.com.br/Pena-Lei-Ariano-Suassuna/dp/8522003629: Muito Alta | https://livrariapublica.com.br/livros/a-pena-e-a-lei-ariano-suassuna/: Muito Alta | https://www.novafronteira.com.br/a-pena-e-a-lei: Alta | https://www.amazon.com.br/Pena-Lei-Ariano-Suassuna/dp/8520942865: Baixa | ,Alta
FUNDAMENTAL II,AUTO DE JOÃO DA CRUZ,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,55,60500,,6556401951; ISBN-13: 9786556401959,"https://livrariapublica.com.br/livros/auto-de-joao-da-cruz-ariano-suassuna/: Muito Alta | https://www.skoob.com.br/livro/pdf/auto-de-joao-da-cruz/livro:11924998/edicao:11919992: Alta | https://www.sebocampanario.com.br/auto-de-joao-da-cruz-ariano-suassuna: Baixa | https://shopee.com.br/Auto-de-João-da-Cruz-Ariano-Suassuna-i.486142656.22997593749: Baixa | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""AUTO+DE+JOÃO+DA+CRUZ""+by+author+""ARIANO+SUASSUNA""+published+by+""NOVA+FRONTEIRA""+in+2025: Muito Baixa | ",Baixa
FUNDAMENTAL II,FARSA DA BOA PREGUIÇA ,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,65,71500,978-8520942888,8503007304,https://www.amazon.com.br/Farsa-Boa-Preguiça-Ariano-Suassuna/dp/8520942881: Muito Alta | https://www.abebooks.com/9788503007306/Farsa-Boa-Preguiça-Ariano-Suassuna-8503007304/plp: Alta | https://www.mercadolivre.com.br/farsa-da-boa-preguica-de-suassuna-ariano-editorial-editora-nova-fronteira-participacoes-sa-capa-mole-em-portugus-2020/p/MLB19387501: Alta | https://www.estantevirtual.com.br/livros/ariano-suassuna/farsa-da-boa-preguica/1662408870: Alta | https://www.amazon.com.br/Farsa-boa-preguiça-Ariano-Suassuna/dp/8503007304: Baixa | ,Alta
FUNDAMENTAL II,O CASAMENTO SUSPEITOSO,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,55,60500,9788503007177,,https://www.abebooks.com/book-search/title/casamento-suspeitoso/author/ariano-suassuna/: Muito Alta | ,Muito Alta
FUNDAMENTAL II,O DESERTOR DE PRINCESA,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,50,55000,9786556404622,6556404624,https://www.skoob.com.br/o-desertor-de-princesa-12214377ed12195486.html: Muito Alta | https://www.abebooks.com/9786556404622/Desertor-Princesa-Em-Portugues-Brasil-6556404624/plp: Muito Alta | https://www.amazon.com.br/Desertor-Princesa-Ariano-Suassuna/dp/6556404624: Muito Alta | https://www.amazon.ca/Desertor-Princesa-Em-Portugues-Brasil/dp/6556404624: Muito Alta | https://www.amazon.com/Desertor-Princesa-Em-Portugues-Brasil/dp/6556404624: Alta | ,Muito Alta
FUNDAMENTAL II,O SEDUTOR DO SERTÃO,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,60,66000,,8520944779; ISBN-13: 9786556406053,https://livrariapublica.com.br/livros/o-sedutor-do-sertao-ariano-suassuna/: Muito Alta | https://www.abebooks.com/9786556406053/Sedutor-Sertão-Ariano-Suassuna-6556406058/plp: Muito Alta | https://www.amazon.com.br/Sedutor-do-Sertão-Ariano-Suassuna/dp/8520944779: Muito Alta | https://www.skoob.com.br/livro/pdf/o-sedutor-do-sertao/livro:1108736/edicao:122234035: Muito Alta | https://www.amazon.com/O-Sedutor-Do-Sertão/dp/6556406058: Alta | ,Muito Alta
FUNDAMENTAL II,UMA MULHER VESTIDA DE SOL,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,55,60500,9786556403403,,https://produto.mercadolivre.com.br/MLB-2712635527-livro-uma-mulher-vestida-de-sol-_JM: Muito Alta | https://www.disal.com.br/produto/9577518-Uma-Mulher-Vestida-De-Sol-NovaFront: Alta | https://www.novafronteira.com.br/produto/uma-mulher-vestida-de-sol.html?srsltid=AfmBOor2_dfa0PHzYkFwwr6F9naHVS51uNm747g0ohD2GAMqJaMN-MTd: Alta | https://www.goodreads.com/book/show/29658068-uma-mulher-vestida-de-sol: Alta | https://www.amazon.com/Uma-mulher-vestida-Portugues-Brasil/dp/6556403407: Alta | ,Alta
FUNDAMENTAL II,VIDA-NOVA BRASILEIRA E OUTROS TEXTOS EM PROSA E VERSO,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,50,55000,9786556405322,,https://www.livrariascuritiba.com.br/vida-nova-brasileira-e-outros-textos-em-prosa-e-verso-lv492991/p?srsltid=AfmBOorL0B5aBADh0IrfmUUKFtx8VMcJm0Th--rt3YeJNDDZtZR9H0cv: Alta | https://www.novafronteira.com.br/produto/vida-nova-brasileira-e-outros-textos-em-prosa-e-verso.html?srsltid=AfmBOopymc7lE_VHHWDUcOKeedxWECUBwWr0i_zS8erTVZXESxEE9bex: Alta | ,Alta
FUNDAMENTAL II,AS CEM MELHORES CRÔNICAS BRASILEIRAS,JOAQUIM FERREIRA DOS SANTOS,OBJETIVA,1100,90,99000,9788573028614.,8573028610,https://www.abebooks.com/9788573028614/Cem-Melhores-Cronicas-Brasileiras-Joaquim-8573028610/plp: Muito Alta | https://www.skoob.com.br/livro/resenhas/2028/edicao:2699: Muito Alta | https://www.amazon.com.br/As-cem-melhores-crônicas-brasileiras/dp/8573028610: Alta | https://www.amazon.com/As-Cem-Melhores-Cronicas-Brasileiras/dp/8573028610: Alta | https://www.goodreads.com/book/show/11248816-as-cem-melhores-cr-nicas-brasileiras: Alta | ,Alta
FUNDAMENTAL II,CRÔNICAS PARA LER NA ESCOLA - IGNÁCIO DE LOYOLA BRANDÃO,IGNÁCIO DE LOYOLA BRANDÃO,OBJETIVA,1100,58,63800,978-85-7302-961-1,85-7302-961-7,https://sesc.i10bibliotecas.com.br/livro/352037: Alta | https://www.companhiadasletras.com.br/livro/9788573029611/: Alta | https://www.recantodasletras.com.br/resenhasdelivros/4261430: Alta | https://www.abebooks.com/Cronicas-Ler-Na-Escola-Ignácio-Loyola/31757934889/bd: Alta | https://www.amazon.com.br/Crônicas-para-ler-escola-Ignácio/dp/8573029617: Alta | ,Alta
FUNDAMENTAL II,ILUSTRAÇÕES PARA FOTOGRAFIAS DE DANDARA,JOÃO CABRAL DE MELO NETO,OBJETIVA,1100,60,66000,9788573028348,8573028347,https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://isbnlookup.org/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,MAIS COMÉDIAS PARA LER NA ESCOLA,LUIS FERNANDO VERISSIMO,OBJETIVA,1100,60,66000,9788573028959,8573028955,https://www.goodreads.com/book/show/8553860-mais-com-dias-para-ler-na-escola: Alta | https://www.amazon.com/Mais-Comedias-Para-Ler-Escola/dp/8573028955: Alta | ,Alta
FUNDAMENTAL II,O REI DA NOITE,JOÃO UBALDO RIBEIRO,OBJETIVA,1100,65,71500,9788573029291.,8573029293,https://www.abebooks.com/9788573029291/Rei-Noite-Ribeiro-8573029293/plp: Muito Alta | https://www.amazon.com.br/rei-noite-João-Ubaldo-Ribeiro/dp/8573029293: Muito Alta | https://www.amazon.co.uk/Rei-Noite-João-Ubaldo-Ribeiro/dp/8573029293: Muito Alta | https://www.amazon.com/Rei-Noite-João-Ubaldo-Ribeiro/dp/B0085U82PC: Alta | https://www.amazon.com/Rei-Noite-JoÃ£-Ubaldo-Ribeiro/dp/8573029293: Alta | ,Alta
FUNDAMENTAL II,OS CEM MELHORES CONTOS BRASILEIROS DO SÉCULO,ITALO MORICONI JUNIOR,OBJETIVA,1100,98,107800,978-8539000364,8573023066,https://www.companhiadasletras.com.br/livro/9788539000364/os-cem-melhores-contos-brasileiros-do-seculo: Muito Alta | https://archive.org/details/oscemmelhorescon00ital: Muito Alta | https://www.amazon.com/Cem-Melhores-Contos-Brasileiros-Século/dp/8573023066: Muito Alta | https://www.amazon.com.br/cem-melhores-contos-brasileiros-século/dp/8539000369: Alta | https://www.amazon.com.br/Cem-Melhores-Contos-Brasileiros-Século/dp/8573023066: Alta | ,Muito Alta
FUNDAMENTAL II,POEMAS PARA LER NA ESCOLA - JOÃO CABRAL DE MELO NETO,JOÃO CABRAL DE MELO NETO,OBJETIVA,1100,63,69300,978-85-7302-962-8,8573029625,https://www.amazon.com.br/Poemas-para-ler-escola-Cabral/dp/8573029625: Alta | https://www.companhiadasletras.com.br/livro/9788573029628/poemas-para-ler-na-escola-joao-cabral-de-melo-neto?srsltid=AfmBOooL4d3kDwtF4qGp47U_MpPBZw9pp72gx8WZa4mFdisCj5EfiSzJ: Alta | https://www.amazon.com/Books-Jo%C3%A3o-Cabral-de-Melo-Neto/s?rh=n%3A283155%2Cp_27%3AJo%25C3%25A3o%2BCabral%2Bde%2BMelo%2BNeto: Baixa | ,Alta
FUNDAMENTAL II,POEMAS PARA LER NA ESCOLA - MÁRIO QUINTANA,MARIO QUINTANA,OBJETIVA,1100,63,69300,9788539004102,8539004107,"https://editoraconcreta.com.br/poemas-para-ler-na-escola---mario-quintana: Muito Alta | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""POEMAS+PARA+LER+NA+ESCOLA+-+MÁRIO+QUINTANA""+by+author+""MARIO+QUINTANA""+published+by+""OBJETIVA""+on+15/04/2025: Muito Baixa | ",Baixa
FUNDAMENTAL II,REDAÇÃO INFALÍVEL,DÉBORA ALADIM,OBJETIVA,1100,53,58300,9788576739929,8576739927,,
FUNDAMENTAL II,QUEM CHAMAREI DE LAR,MYRIAM SCOTTI,PANTOGRAF,1100,60,66000,978-6599375606,659937560X,https://www.amazon.com.br/Quem-chamarei-lar-Myriam-Scotti/dp/659937560X: Muito Alta | https://www.goodreads.com/book/show/44645915-quem-chamarei-de-lar: Muito Alta | https://www.casasbahia.com.br/quem-chamarei-de-lar/p/1563568857: Muito Alta | https://www.skoob.com.br/quem-chamarei-de-lar-122351146ed122357687.html: Muito Alta | https://www.goodreads.com/author/list/17365980.Myriam_Scotti: Muito Alta | ,Muito Alta
FUNDAMENTAL II,O ACORDO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,1100,60,66000,9788584390274,8584390278,https://www.amazon.com.br/acordo-Elle-Kennedy/dp/8584390278: Muito Alta | https://www.amazon.com/Acordo-Elle-Kennedy/dp/8584390278: Muito Alta | https://www.amazon.com.br/acordo-Amores-Improváveis-Livro-ebook/dp/B01F63Y40M: Muito Alta | https://www.amazon.com/acordo-Amores-Improváveis-Livro-Portuguese-ebook/dp/B01F63Y40M: Muito Alta | https://shopee.com.br/Livro-O-acordo-Elle-Kennedy-Paralela-NOVO-E-LACRADO-i.447946814.13941890812: Muito Alta | ,Muito Alta
FUNDAMENTAL II,O ALQUIMISTA,PAULO COELHO,PARALELA,1100,43,47300,9788532503251.,853250325X,https://www.goodreads.com/book/show/10414561-o-alquimista: Muito Alta | https://www.amazon.com/Alquimista-Paulo-Coelho/dp/853250325X: Muito Alta | https://www.abebooks.com/9788532503251/Alquimista-Paulo-Coelho-853250325X/plp: Muito Alta | https://www.abebooks.com/9789722524223/alquimista-9722524224/plp: Muito Alta | https://www.abebooks.com/9781519006110/Alquimista-Portuguese-Edition-Coelho-Paulo-151900611X/plp: Alta | ,Muito Alta
FUNDAMENTAL II,O ERRO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,1100,60,66000,9788584390410.,8584390413,https://www.amazon.com/Erro-Portuguese-Elle-Kennedy/dp/9896650977: Muito Alta | https://www.abebooks.com/9788584390410/Erro-Em-Portuguese-Brasil-Kennedy-8584390413/plp: Muito Alta | https://www.abebooks.com/9789896650971/Erro-Portuguese-Edition-Kennedy-9896650977/plp: Muito Alta | https://www.amazon.com.br/erro-Elle-Kennedy/dp/8584390413: Alta | https://books.google.com/books/about/O_erro_Sucesso_no_TikTok.html?id=T1flDAAAQBAJ: Alta | ,Alta
FUNDAMENTAL II,O JOGO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,1100,60,66000,9788584390579,858439057X,https://www.amazon.com.br/jogo-Elle-Kennedy/dp/858439057X: Alta | https://www.amazon.com.br/jogo-Amores-Improváveis-Livro-ebook/dp/B01N5WRD9L: Alta | https://www.mercadolivre.com.br/o-jogo-sucesso-no-tiktok-de-kennedy-elle-amores-improvaveis-3-vol-3-editorial-paralela-capa-mole-em-portugus-2017/p/MLB19297844: Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL II,LIVRO DAS ORIGENS,JOSE ARRABAL,PAULINAS,1100,45,49500,9788535606556,8535606556,https://sesc.i10bibliotecas.com.br/livro/394732: Alta | https://books.google.com/books/about/O_LIVRO_DAS_ORIGENS.html?id=8xeoPgAACAAJ: Baixa | https://www.amazon.com.br/Livro-Das-Origens-Coleção-Magia/dp/8535606556: Baixa | https://www.amazon.com.br/Livro-das-Origens-José-Arrabal/dp/8535629823: Baixa | https://www.paulinas.com.br/produto/livro-das-origens-o-542: Baixa | ,Baixa
FUNDAMENTAL II,LUIZ GAMA - A SGA DE UM LIBERTADOR,MAGUI,PEIROPOLIS,1100,64,70400,978-655931-005-0,6559310051,https://livrariapublica.com.br/livros/luiz-gama-a-saga-de-um-libertador-magui-pompeia/: Alta | https://www.editorapeiropolis.com.br/produto/luiz-gama/: Alta | https://www.amazon.com.br/Luiz-Gama-saga-um-libertador/dp/6559310051: Alta | https://www.barnesandnoble.com/w/luiz-gama-magui-pompeia/1140304219: Alta | https://www.amazon.com.br/Luiz-Gama-saga-um-libertador-ebook/dp/B09HRBZDB5: Baixa | ,Alta
FUNDAMENTAL II,MIL MILHAS,TAMARA KLINK,PEIROPOLIS,1100,70,77000,9786559311088.,6559311082,https://www.abebooks.com/9786559311088/Mil-milhas-Em-Portugues-Brasil-6559311082/plp: Muito Alta | https://www.editorapeiropolis.com.br/produto/mil-milhas/: Alta | https://www.amazon.com.br/Mil-milhas-Tamara-Klink/dp/6559311082: Alta | https://www.livelo.com.br/livro-mil-milhas/produto/LVL45635639: Alta | https://www.amazon.com/Mil-milhas-Em-Portugues-Brasil/dp/6559311082: Baixa | ,Alta
FUNDAMENTAL II,QUIDUNGO ,JOAQUIM DE ALMEIDA,PEIROPOLIS,1100,70,77000,978-85-7596-275-6,,https://www.editorapeiropolis.com.br/quidungo-release/: Muito Alta | https://www.mercadolivre.com.br/quidungo-quidungo-de-joaquim-de-almeida-editora-peiropolis-capa-mole-edico-1-em-portugus/p/MLB26176103: Alta | https://www.amazon.com/Quidungo-Joaquim-Almeida/dp/8575962752: Baixa | https://www.editorapeiropolis.com.br/produto/quidungo/: Baixa | https://www.amazon.com.br/Quidungo-Joaquim-Almeida/dp/8575962752: Baixa | ,Alta
FUNDAMENTAL II,FEITO CÃO E GATO,LUH OLIVEIRA,PENALUX,1100,40,44000,9786586438009,6586438009,https://www.facebook.com/penaluxeditora/posts/3293448890698585/: Alta | https://raizlivraria.com.br/produto/feito-cao-e-gato/: Alta | ,Alta
FUNDAMENTAL II,A FALÊNCIA,JULIA LOPES DEALMEIDA,PENGUIN,1100,50,55000,9788582850862.,8582850867,https://www.abebooks.com/9788582850862/falência-8582850867/plp: Muito Alta | https://livrariapublica.com.br/livros/a-falencia-edicao-anotada-e-ilustrada-julia-lopes-de-almeida/: Muito Alta | https://www.skoob.com.br/livro/pdf/a-falencia/livro:49601/edicao:122421779: Muito Alta | https://www.abebooks.com/9786550970420/falência-Portuguese-Edition-Almeida-Júlia-6550970423/plp: Alta | https://www.bookfinder.com/isbn_search/: Baixa | ,Alta
FUNDAMENTAL II,IRACEMA,JOSÉ DE ALENCAR,PENGUIN,1100,43,47300,9788582850336.,8582850336,https://www.abebooks.com/9788582850336/Iracema-José-Alencar-8582850336/plp: Alta | https://www.zvab.com/9781784351502/Iracema-Alencar-José-1784351504/plp: Alta | https://www.amazon.com/Iracema-José-Alencar/dp/8582850336: Alta | https://www.amazon.com/Iracema-Classics-Brazilian-Literature-Alencar/dp/0850515246: Baixa | https://openlibrary.org/books/OL13308616M/Iracema: Baixa | ,Alta
FUNDAMENTAL II,MEMÓRIAS DE UM SARGENTO DE MILÍCIAS,MANUEL ANTÔNIO DE ALMEIDA,PENGUIN,1100,45,49500,8508145977,6555522119,https://www.abebooks.com/9788572323529/Memórias-um-Sargento-Milícias-Manuel-857232352X/plp: Alta | https://www.amazon.com/Memorias-sargento-milicias-Portugues-Brasil/dp/6555522119: Alta | https://www.amazon.com.br/Memórias-sargento-milícias-Antônio-Almeida/dp/6580210869: Alta | https://www.amazon.com/Memorias-Um-Sargento-Milicias-Portuguese/dp/8508145977: Alta | https://www.amazon.com/Memórias-Sargento-Milícias-Portuguese-Brasil/dp/850606743X: Baixa | ,Alta
FUNDAMENTAL II,O ATENEU,RAUL POMPEIA,PENGUIN,1100,50,55000,978-1-62450-249-1. ISBN-13: 978-85-7232-358-1.,1-62450-249-0,https://www.book-info.com/isbn/1-62450-249-0.htm: Muito Alta | https://www.gettextbooks.com/isbn/9788572323581/: Muito Alta | https://www.gettextbooks.com/isbn/9788525408358/: Muito Alta | https://www.abebooks.com/9788581863191/Ateneu-Raul-Pompéia-8581863191/plp: Alta | https://www.amazon.com/ateneu-Commodore-64/dp/6559101932: Alta | ,Muito Alta
FUNDAMENTAL II,O CORTIÇO,ALUÍSIO AZEVEDO,PENGUIN,1100,45,49500,9788582850343.,8582850344,https://www.abebooks.com/9788582850343/Cortico-Aluísio-Azevedo-8582850344/plp: Muito Alta | https://www.abebooks.com/9780850515015/Cortiço-Classicos-Literatura-Brasileira-Portuguese-0850515017/plp: Alta | https://www.abebooks.com/9786554700085/Cortiço-Portuguese-Edition-Azevedo-Aluísio-6554700080/plp: Alta | https://www.barnesandnoble.com/w/o-cortico-aluisio-azevedo/1143949094: Alta | https://www.amazon.com/cortiço-Aluísio-Azevedo/dp/8594318839: Baixa | ,Alta
FUNDAMENTAL II,PAPÉIS AVULSOS,MACHADO DE ASSIS,PENGUIN,1100,53,58300,9788520927373.,8520927378,https://www.abebooks.com/9788520927373/Papéis-Avulsos-Machado-Assis-8520927378/plp: Muito Alta | https://www.book-info.com/isbn/1-5197-2950-2.htm: Muito Alta | https://www.abebooks.com/9788504014402/Papeis-Avulsos-8504014401/plp: Muito Alta | https://www.gettextbooks.com/isbn/9788560864003/: Muito Alta | https://www.abebooks.com/9788563560148/Papeis-Avulsos-Em-Portugues-Brasil-856356014X/plp: Baixa | ,Alta
FUNDAMENTAL II,QUINCAS BORBA,MACHADO DE ASSIS,PENGUIN,1100,50,55000,9788543229379.,8563560522,https://www.abebooks.com/9788563560520/Quincas-Borba-Em-Portugues-Brasil-8563560522/plp: Muito Alta | https://www.magazineluiza.com.br/livro-quincas-borba-machado-de-assis/p/kfd6adg51j/li/llit/: Muito Alta | https://livrariapublica.com.br/livros/quincas-borba-machado-de-assis-2/: Alta | https://www.abebooks.com/9788543229379/Quincas-Borba-Machado-Assis-Portuguese-8543229375/plp: Alta | https://www.skoob.com.br/quincas-borba-1010316ed1012277.html: Alta | ,Alta
FUNDAMENTAL II,TRISTE FIM DE POLICARPO QUARESMA,LIMA BARRETO,PENGUIN,1100,48,52800,978-85-6356-017-9,8572323546,https://penguinlivros.pt/loja/penguin-classicos/livro/triste-fim-de-policarpo-quaresma/: Alta | https://www.themodernnovel.org/americas/latin-america/brazil/lima-barreto/the-sad-end-of-policarpo-quaresma/: Alta | https://www.companhiadasletras.com.br/livro/9788563560179/: Alta | https://www.amazon.com/Triste-Policarpo-Quaresma-Lima-Barreto/dp/8572323546: Alta | https://www.wook.pt/livro/triste-fim-de-policarpo-quaresma-lima-barreto/25233042: Alta | ,Alta
FUNDAMENTAL II,ÚRSULA,MARIA FIRMINA DOS REIS,PENGUIN,1100,45,49500,9788582850817.,8582850816,"https://www.abebooks.com/9788582850817/Ursula-Em-Portugues-Brasil-Maria-8582850816/plp: Muito Alta | https://de.z-lib.gs/book/21915137/30c553/Úrsula.html: Muito Alta | https://www.skoob.com.br/livro/pdf/ursula/livro:82623/edicao:822842: Muito Alta | https://pt.z-lib.gs/book/21915137/30c553/Úrsula.html: Alta | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+titled+""ÚRSULA""+by+author+""MARIA+FIRMINA+DOS+REIS""+published+by+""PENGUIN""+15/04/2025: Muito Baixa | ",Alta
FUNDAMENTAL II,DA IDEIA AO BILHÃO,DANIEL BERGAMASCO,PORTFOLIO-PENGUIN,1100,68,74800,9788582851139,8582851138,https://www.amazon.com.br/ideia-bilhão-Estratégias-conflitos-aprendizados/dp/8582851138: Muito Alta | https://mardelivros.com/produto/da-ideia-ao-bilhao-daniel-bergamasco-ed-portfolio-penguin/: Alta | https://www.amazon.com/Ideia-Bilhao-Estrategias-conflitos-aprendizados/dp/8582851138: Alta | https://www.barnesandnoble.com/w/da-ideia-ao-bilhao-daniel-bergamasco/1140882436: Baixa | https://books.google.com/books/about/Da_ideia_ao_bilhão.html?id=_S_7DwAAQBAJ: Baixa | ,Alta
FUNDAMENTAL II,ONDAS AGITADAS - POEMAS E PENSAMENTOS ,GONZAGA MOTA ,PREMIUS,1100,30,33000,9788579243646,L034,https://leitura.com.br/ondas-agitadas-poemas-e-pensamentos-L034-9788579243646?srsltid=AfmBOopdTOj34NKMelgcuUqbwA1KBLp_V0RW0c8jmgfLqQ9BPdqHrnH6: Alta | ,Alta
FUNDAMENTAL II,A MEGERA DOMADA,WILLIAM SHAKESPEARE,PRINCIPIS,1100,20,22000,9788572326001,8572326006,https://www.abebooks.com/9788572326001/Megera-Domada-Serie-Reencontro-SHAKESPEARE-8572326006/plp: Alta | https://www.abebooks.com/9788581864303/Megera-Domada-William-Shakespeare-8581864309/plp: Alta | https://www.abebooks.com/9788516093907/Megera-Domada-William-Shakespeare-8516093905/plp: Alta | https://www.amazon.com/Megera-Domada-William-Shakespeare/dp/8526283103: Alta | https://www.amazon.com.br/megera-domada-William-Shakespeare/dp/6555521872: Alta | ,Alta
